author_key	candidate_author	candidate_heading_name	candidate_ids	raw_record_ids	example_1	example_2	best_author_id	best_author_display_name	best_author_heading_name	best_author_dates	author_score	author_reasons	action	status	review_note
миклашевский:а	Миклашевский А.	Миклашевский А.	candidate-6e4cbdddb93c1e56	raw-b966997c7cdf6e9d	Миклашевский А. Деньги. Опыт изучения основных положений экономической теории классической школы в связи с историей денежного вопроса. - М.: Университетская тип., 1895. - III, 729 с.: табл.		author-013245	Миклашевский А.	Миклашевский А.		1.0	author_name_exact	link_existing_author	ready	Автор найден в базе; можно подтвердить связь с существующим автором.
