candidate_id	raw_record_id	editor_source_id	editor_source_number	field	editor_value	candidate_value	decision
candidate-6e4cbdddb93c1e56	raw-b966997c7cdf6e9d	work-043751	59	extent	III, 729 с.: табл.	729 с.	conflict
