candidate_id	raw_record_id	editor_source_id	editor_source_number	match_score	match_reasons	candidate_title	editor_title	candidate_year	editor_year	candidate_authors	editor_authors
candidate-6e4cbdddb93c1e56	raw-b966997c7cdf6e9d	work-043751	59	1.0	title_exact,year_exact,author_overlap,type_compatible	Деньги. Опыт изучения основных положений экономической теории классической школы в связи с историей денежного вопроса	Деньги. Опыт изучения основных положений экономической теории классической школы в связи с историей денежного вопроса	1895	1895	Миклашевский А.	Миклашевский А.
